name,affiliation,orig_affiliation,revenue,employees
Mr Youfu Xu,"ZHEJIANG HAISHENG PHARMACEUTICAL CO., LTD.","ZHEJIANG HAISHENG PHARMACEUTICAL CO., LTD.",9528.83713752031,NA
Chengfei Qiu,HEILONGJIANG RENHETANG PHARMACEUTICAL GROUP CO.LTD,HEILONGJIANG RENHETANG PHARMACEUTICAL GROUP CO.LTD,9526.08269608021,174
Mr Yongxin Wang,KASHGAR SAC,KASHENKUNLUNWEIWUER PHARMACEUTICAL INCORPORATED CORPORATION (GUO: KASHGAR SAC),9507.41370409727,165
"Mr Gaiti,abudoula Xiao",KASHGAR SAC,KASHENKUNLUNWEIWUER PHARMACEUTICAL INCORPORATED CORPORATION (GUO: KASHGAR SAC),9507.41370409727,165
Ms Xiujuan Bai,KASHGAR SAC,KASHENKUNLUNWEIWUER PHARMACEUTICAL INCORPORATED CORPORATION (GUO: KASHGAR SAC),9507.41370409727,165
"Erbanjiang,aimaiti Ku",KASHGAR SAC,KASHENKUNLUNWEIWUER PHARMACEUTICAL INCORPORATED CORPORATION (GUO: KASHGAR SAC),9507.41370409727,165
Mr Baogang Yue,KASHGAR SAC,KASHENKUNLUNWEIWUER PHARMACEUTICAL INCORPORATED CORPORATION (GUO: KASHGAR SAC),9507.41370409727,165
Mr Ligui Ma,JIE MA,"TAIYUAN DANINGTANG PHARMACEUTICAL CO., LTD. (GUO: JIE MA)",9494.52551336586,187
Ms Ying Cao,JIE MA,"TAIYUAN DANINGTANG PHARMACEUTICAL CO., LTD. (GUO: JIE MA)",9494.52551336586,187
Jie Ma,JIE MA,"TAIYUAN DANINGTANG PHARMACEUTICAL CO., LTD. (GUO: JIE MA)",9494.52551336586,187
Xiangrong Gao,"QINGDAO CHUANGXING INVESTMENT MANAGEMENT CO., LTD.","QINGDAO HUA REN TAIYI PHARMACEUTICAL CO., LTD. (GUO: QINGDAO CHUANGXING INVESTMENT MANAGEMENT CO., LTD.)",9465.76264281571,301
Jianjie Xin,"QINGDAO CHUANGXING INVESTMENT MANAGEMENT CO., LTD.","QINGDAO HUA REN TAIYI PHARMACEUTICAL CO., LTD. (GUO: QINGDAO CHUANGXING INVESTMENT MANAGEMENT CO., LTD.)",9465.76264281571,301
Keyun Cui,"QINGDAO CHUANGXING INVESTMENT MANAGEMENT CO., LTD.","QINGDAO HUA REN TAIYI PHARMACEUTICAL CO., LTD. (GUO: QINGDAO CHUANGXING INVESTMENT MANAGEMENT CO., LTD.)",9465.76264281571,301
Mr Zhaoqiang Wang,"QINGDAO CHUANGXING INVESTMENT MANAGEMENT CO., LTD.","QINGDAO HUA REN TAIYI PHARMACEUTICAL CO., LTD. (GUO: QINGDAO CHUANGXING INVESTMENT MANAGEMENT CO., LTD.)",9465.76264281571,301
Mr Sharadkumar Dashrathbhai Patel,SOTAC PHARMACEUTICALS LIMITED,SOTAC PHARMACEUTICALS LIMITED,9461.12085315585,53
Mr Dineshkumar Babulal Gelot,SOTAC PHARMACEUTICALS LIMITED,SOTAC PHARMACEUTICALS LIMITED,9461.12085315585,53
Heena Viral Patel,SOTAC PHARMACEUTICALS LIMITED,SOTAC PHARMACEUTICALS LIMITED,9461.12085315585,53
Mr Chetankumar Bachubhai Patel,SOTAC PHARMACEUTICALS LIMITED,SOTAC PHARMACEUTICALS LIMITED,9461.12085315585,53
Mr Chetankumar Patel Patel,SOTAC PHARMACEUTICALS LIMITED,SOTAC PHARMACEUTICALS LIMITED,9461.12085315585,53
Mr Nidhiben Patel,SOTAC PHARMACEUTICALS LIMITED,SOTAC PHARMACEUTICALS LIMITED,9461.12085315585,53
Mr Vishalkumar Devrajbhai Patel,SOTAC PHARMACEUTICALS LIMITED,SOTAC PHARMACEUTICALS LIMITED,9461.12085315585,53
Hetal Umangbhai Shah,SOTAC PHARMACEUTICALS LIMITED,SOTAC PHARMACEUTICALS LIMITED,9461.12085315585,53
Dr. Yi Xie,EXTRAWELL PHARMACEUTICAL HOLDINGS LIMITED,EXTRAWELL PHARMACEUTICAL HOLDINGS LIMITED,9435.77700398862,181
Mr Yong Cheng,EXTRAWELL PHARMACEUTICAL HOLDINGS LIMITED,EXTRAWELL PHARMACEUTICAL HOLDINGS LIMITED,9435.77700398862,181
"Mr Kwok Wah, Martin Liu",EXTRAWELL PHARMACEUTICAL HOLDINGS LIMITED,EXTRAWELL PHARMACEUTICAL HOLDINGS LIMITED,9435.77700398862,181
Dr. Yi Lou,EXTRAWELL PHARMACEUTICAL HOLDINGS LIMITED,EXTRAWELL PHARMACEUTICAL HOLDINGS LIMITED,9435.77700398862,181
Ms Kuen Sau Wong,EXTRAWELL PHARMACEUTICAL HOLDINGS LIMITED,EXTRAWELL PHARMACEUTICAL HOLDINGS LIMITED,9435.77700398862,181
Dr. Simon N Pimstone,XENON PHARMACEUTICALS INC.,XENON PHARMACEUTICALS INC.,9434,NA
Mr Michael M Tarnow,XENON PHARMACEUTICALS INC.,XENON PHARMACEUTICALS INC.,9434,NA
Mr Mohammad Azab,XENON PHARMACEUTICALS INC.,XENON PHARMACEUTICALS INC.,9434,NA
Mr Steven Richard Gannon,XENON PHARMACEUTICALS INC.,XENON PHARMACEUTICALS INC.,9434,NA
Ms Elizabeth A Garofalo,XENON PHARMACEUTICALS INC.,XENON PHARMACEUTICALS INC.,9434,NA
Mr Patrick Machado,XENON PHARMACEUTICALS INC.,XENON PHARMACEUTICALS INC.,9434,NA
Mr Ian C. Mortimer,XENON PHARMACEUTICALS INC.,XENON PHARMACEUTICALS INC.,9434,NA
Mr Gary Patou,XENON PHARMACEUTICALS INC.,XENON PHARMACEUTICALS INC.,9434,NA
Ms Dawn A Svoronos,XENON PHARMACEUTICALS INC.,XENON PHARMACEUTICALS INC.,9434,NA
Li Xu,DA CHONG WANG,"HUIYINBI GROUP ZHEJIANG QIQI PHARMACEUTICAL CO., LTD. (GUO: DA CHONG WANG)",9432.68870383501,122
Mr Yongcheng Jiang,DA CHONG WANG,"HUIYINBI GROUP ZHEJIANG QIQI PHARMACEUTICAL CO., LTD. (GUO: DA CHONG WANG)",9432.68870383501,122
Heng Zhang,DA CHONG WANG,"HUIYINBI GROUP ZHEJIANG QIQI PHARMACEUTICAL CO., LTD. (GUO: DA CHONG WANG)",9432.68870383501,122
Mr Zhihui Zhao,DA CHONG WANG,"HUIYINBI GROUP ZHEJIANG QIQI PHARMACEUTICAL CO., LTD. (GUO: DA CHONG WANG)",9432.68870383501,122
Mr Dayan Zhu,DA CHONG WANG,"HUIYINBI GROUP ZHEJIANG QIQI PHARMACEUTICAL CO., LTD. (GUO: DA CHONG WANG)",9432.68870383501,122
Mr Minzhang Chen,"WUXI APPTEC CO., LTD.","WUXI HEQUAN PHARMACEUTICAL CO., LTD. (GUO: WUXI APPTEC CO., LTD.)",9431.11894369125,NA
Mr Rong Li,"JINYU BIO-TECHNOLOGY CO.,LTD.","YANGZHOU YOUBANG BIOLOGICAL MEDICINE CO., LTD. (GUO: JINYU BIO-TECHNOLOGY CO.,LTD.)",9409.62375476956,NA
Mr Yongsheng Wang,"JINYU BIO-TECHNOLOGY CO.,LTD.","YANGZHOU YOUBANG BIOLOGICAL MEDICINE CO., LTD. (GUO: JINYU BIO-TECHNOLOGY CO.,LTD.)",9409.62375476956,NA
Mr Yuhe Li,"JINYU BIO-TECHNOLOGY CO.,LTD.","YANGZHOU YOUBANG BIOLOGICAL MEDICINE CO., LTD. (GUO: JINYU BIO-TECHNOLOGY CO.,LTD.)",9409.62375476956,NA
Mr Xuefeng Wei,"JINYU BIO-TECHNOLOGY CO.,LTD.","YANGZHOU YOUBANG BIOLOGICAL MEDICINE CO., LTD. (GUO: JINYU BIO-TECHNOLOGY CO.,LTD.)",9409.62375476956,NA
Mr Liang Guo,"SICHUAN HENGTONG DONGBAO BIOTECHNOLOGY CO., LTD","SICHUAN HENGTONG DONGBAO BIOTECHNOLOGY CO., LTD",9399.99048793316,280
Mr Frederic Robert Andre Oudea,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,9389,5600
Mr Christophe Babule,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,9389,5600
Ms Rachel Duan,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,9389,5600
Ms Carole Gabriella Ferrand,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,9389,5600
Mr Paul C. Hudson,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,9389,5600
Ms Lise Kingo,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,9389,5600
Mr Patrick Kron,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,9389,5600
Mr Wolfgang Laux,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,9389,5600
Ms Barbara Lavernos,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,9389,5600
Ms Fabienne Lecorvaisier,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,9389,5600
Mr Gilles Schnepp,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,9389,5600
Ms Diane D. Souza,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,9389,5600
Dr. Thomas Christian Suedhof,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,9389,5600
Mr Ceng Yann Tran,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,9389,5600
Mr Emile Eugene Voest,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,9389,5600
Dr. Antoine Yver,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,9389,5600
Mr Houman Ashrafian,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,9389,5600
Ms Natalie Bickford,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,9389,5600
Mr Olivier Antoine Marie Charmeil,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,9389,5600
Mr Jean Baptiste De Chatillon,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,9389,5600
Mr Emmanuel Frenehard,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,9389,5600
Mr Brendan O'callaghan,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,9389,5600
Mr Roy Papatheodorou,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,9389,5600
Mr Thomas Triomphe,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,9389,5600
Ms Julie Van Ongevalle,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,GENZYME CORPORATION - MOLECULAR ONCOLOGY DIVISION,9389,5600
Mr Christopher Donovan James Pearce,PROTEOME SCIENCES PLC,PROTEOME SCIENCES PLC,9388.90109300613,29
Mr Richard Paul Dennis,PROTEOME SCIENCES PLC,PROTEOME SCIENCES PLC,9388.90109300613,29
Mr Martin Henry Diggle,PROTEOME SCIENCES PLC,PROTEOME SCIENCES PLC,9388.90109300613,29
Mr Roger Stephen McDowell,PROTEOME SCIENCES PLC,PROTEOME SCIENCES PLC,9388.90109300613,29
Doctor Ursula Mary Ney,PROTEOME SCIENCES PLC,PROTEOME SCIENCES PLC,9388.90109300613,29
Mr Abdelghani Ben Moussa Omari,PROTEOME SCIENCES PLC,PROTEOME SCIENCES PLC,9388.90109300613,29
Doctor Ian Hugo Pike,PROTEOME SCIENCES PLC,PROTEOME SCIENCES PLC,9388.90109300613,29
Dr. Medezin Mariola Gabriela Soehngen,PROTEOME SCIENCES PLC,PROTEOME SCIENCES PLC,9388.90109300613,29
Mr Zhengjun Jiang,"SHANDONG HUACHEN PHARMACEUTICAL CO., LTD.","SHANDONG HUACHEN PHARMACEUTICAL CO., LTD.",9377.74709880352,147
Gongshi Tang,(INITIATOR) TANG GONG,"JIANGXI FURONGTANG PHARMACEUTICAL CO., LTD. (GUO: (INITIATOR) TANG GONG)",9351.67107674479,160
Mr Youping Fu,(INITIATOR) TANG GONG,"JIANGXI FURONGTANG PHARMACEUTICAL CO., LTD. (GUO: (INITIATOR) TANG GONG)",9351.67107674479,160
Yan Huang,(INITIATOR) TANG GONG,"JIANGXI FURONGTANG PHARMACEUTICAL CO., LTD. (GUO: (INITIATOR) TANG GONG)",9351.67107674479,160
Mr Zimei Li,(INITIATOR) TANG GONG,"JIANGXI FURONGTANG PHARMACEUTICAL CO., LTD. (GUO: (INITIATOR) TANG GONG)",9351.67107674479,160
Mr Liangchong Zhang,(INITIATOR) TANG GONG,"JIANGXI FURONGTANG PHARMACEUTICAL CO., LTD. (GUO: (INITIATOR) TANG GONG)",9351.67107674479,160
Mr Yanggang Tang,LIVZON PHARMACEUTICAL GROUP INC.,"GUTIAN FUXING PHARMACEUTICAL CO., LTD. (GUO: LIVZON PHARMACEUTICAL GROUP INC.)",9332.96574622393,188
Mr Yuxuan Huang,LIVZON PHARMACEUTICAL GROUP INC.,"GUTIAN FUXING PHARMACEUTICAL CO., LTD. (GUO: LIVZON PHARMACEUTICAL GROUP INC.)",9332.96574622393,188
Mr Desheng Tao,LIVZON PHARMACEUTICAL GROUP INC.,"GUTIAN FUXING PHARMACEUTICAL CO., LTD. (GUO: LIVZON PHARMACEUTICAL GROUP INC.)",9332.96574622393,188
Mr Weimin Wang,LIVZON PHARMACEUTICAL GROUP INC.,"GUTIAN FUXING PHARMACEUTICAL CO., LTD. (GUO: LIVZON PHARMACEUTICAL GROUP INC.)",9332.96574622393,188
Mr Daihong Yang,LIVZON PHARMACEUTICAL GROUP INC.,"GUTIAN FUXING PHARMACEUTICAL CO., LTD. (GUO: LIVZON PHARMACEUTICAL GROUP INC.)",9332.96574622393,188
Mr Shizhao He,"NANJING NORMAN BIOLOGICAL TECHNOLOGY CO., LTD.","NANJING NORMAN BIOLOGICAL TECHNOLOGY CO., LTD.",9320.75040435791,NA
Mr Yunlong Guo,"NANJING NORMAN BIOLOGICAL TECHNOLOGY CO., LTD.","NANJING NORMAN BIOLOGICAL TECHNOLOGY CO., LTD.",9320.75040435791,NA
Mr Shibiao He,"NANJING NORMAN BIOLOGICAL TECHNOLOGY CO., LTD.","NANJING NORMAN BIOLOGICAL TECHNOLOGY CO., LTD.",9320.75040435791,NA
Mr Wenhui Yang,"NANJING NORMAN BIOLOGICAL TECHNOLOGY CO., LTD.","NANJING NORMAN BIOLOGICAL TECHNOLOGY CO., LTD.",9320.75040435791,NA
Mr Sen Ye,"NANJING NORMAN BIOLOGICAL TECHNOLOGY CO., LTD.","NANJING NORMAN BIOLOGICAL TECHNOLOGY CO., LTD.",9320.75040435791,NA
Mr Jiangru Wang,MR JIANGRU WANG,"HEBEI JINNIU YUANDA PHARMACEUTICAL TECHNOLOGY CO., LTD. (GUO: MR JIANGRU WANG)",9279.40716266632,200
Ms Yu Jia,JU FANG LEI,"LONGXI CHEEZHENG HERBS CO., LTD. (GUO: JU FANG LEI)",9278.02994194627,63
Mr Ruoqiong Cheng,JU FANG LEI,"LONGXI CHEEZHENG HERBS CO., LTD. (GUO: JU FANG LEI)",9278.02994194627,63
Mr Junqiang Li,JU FANG LEI,"LONGXI CHEEZHENG HERBS CO., LTD. (GUO: JU FANG LEI)",9278.02994194627,63
Mr Ricardo Martin Heisecke Rivarola,COMFAR S.A.E.C.A.,COMFAR S.A.E.C.A.,9274.21137558343,NA
Mr Carlos Alberto Heisecke Rivarola,COMFAR S.A.E.C.A.,COMFAR S.A.E.C.A.,9274.21137558343,NA
Ms Beatriz Maria Artaza,COMFAR S.A.E.C.A.,COMFAR S.A.E.C.A.,9274.21137558343,NA
Mr Juan Bautista Fiorio Gimenez,COMFAR S.A.E.C.A.,COMFAR S.A.E.C.A.,9274.21137558343,NA
Mr Martin Osvaldo Heisecke Artaza,COMFAR S.A.E.C.A.,COMFAR S.A.E.C.A.,9274.21137558343,NA
Mr Victor Roque Jacinto Persano Frutos,COMFAR S.A.E.C.A.,COMFAR S.A.E.C.A.,9274.21137558343,NA
Mr Angel Javier Urbieta Heisecke,COMFAR S.A.E.C.A.,COMFAR S.A.E.C.A.,9274.21137558343,NA
Yingzhi Wang,TONGHUA BAISHAN PHARMACEUTICAL INCORPORATED CORPORATION,TONGHUA BAISHAN PHARMACEUTICAL INCORPORATED CORPORATION,9269.48873639107,159
Yang Cao,TONGHUA BAISHAN PHARMACEUTICAL INCORPORATED CORPORATION,TONGHUA BAISHAN PHARMACEUTICAL INCORPORATED CORPORATION,9269.48873639107,159
Yanlong Cheng,TONGHUA BAISHAN PHARMACEUTICAL INCORPORATED CORPORATION,TONGHUA BAISHAN PHARMACEUTICAL INCORPORATED CORPORATION,9269.48873639107,159
Ms Yan Liu,TONGHUA BAISHAN PHARMACEUTICAL INCORPORATED CORPORATION,TONGHUA BAISHAN PHARMACEUTICAL INCORPORATED CORPORATION,9269.48873639107,159
Tingzhen Ma,TONGHUA BAISHAN PHARMACEUTICAL INCORPORATED CORPORATION,TONGHUA BAISHAN PHARMACEUTICAL INCORPORATED CORPORATION,9269.48873639107,159
Ms Yanqiu Wang,TONGHUA BAISHAN PHARMACEUTICAL INCORPORATED CORPORATION,TONGHUA BAISHAN PHARMACEUTICAL INCORPORATED CORPORATION,9269.48873639107,159
Mr Hengshao Li,"LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.","LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.",9256.86441802979,NA
Mr Ka Li,"LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.","LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.",9256.86441802979,NA
Mr Hao Gu,"LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.","LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.",9256.86441802979,NA
Mr Zhao Chen,"LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.","LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.",9256.86441802979,NA
Mr Qingren Cheng,"LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.","LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.",9256.86441802979,NA
Mr Yanghua Du,"LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.","LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.",9256.86441802979,NA
Xiping Ji,"LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.","LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.",9256.86441802979,NA
Ms Guanhua Pan,"LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.","LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.",9256.86441802979,NA
Mr Chao Shi,"LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.","LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.",9256.86441802979,NA
Mr Qin Wan,"LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.","LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.",9256.86441802979,NA
Mr Xuebao Wang,"LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.","LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.",9256.86441802979,NA
Mr Shuqi Wen,"LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.","LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.",9256.86441802979,NA
Mr Bin Xu,"LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.","LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.",9256.86441802979,NA
Mr Helin Yu,"LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.","LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.",9256.86441802979,NA
Mr Jianguo Zhang,"LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.","LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.",9256.86441802979,NA
Mr Jianzhong Zhou,"LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.","LIANYUNGANG JIERUI PHARMACEUTICAL CO., LTD.",9256.86441802979,NA
Mr Lars Mueller,SYNBIOTIC SE,SYNBIOTIC SE,9251.68396115303,104
Mr Songshan Xu,"BEIJING NORTHLAND BIOTECH.CO.,LTD.","BEIJING NORTHLAND BIOTECH.CO.,LTD.",9205.84029281139,150
Mr Lei Chen,"BEIJING NORTHLAND BIOTECH.CO.,LTD.","BEIJING NORTHLAND BIOTECH.CO.,LTD.",9205.84029281139,150
Ms Jie Gao,"BEIJING NORTHLAND BIOTECH.CO.,LTD.","BEIJING NORTHLAND BIOTECH.CO.,LTD.",9205.84029281139,150
Mr Chengquan Han,"BEIJING NORTHLAND BIOTECH.CO.,LTD.","BEIJING NORTHLAND BIOTECH.CO.,LTD.",9205.84029281139,150
Ms Liya Nie,"BEIJING NORTHLAND BIOTECH.CO.,LTD.","BEIJING NORTHLAND BIOTECH.CO.,LTD.",9205.84029281139,150
Mr Zili Ren,"BEIJING NORTHLAND BIOTECH.CO.,LTD.","BEIJING NORTHLAND BIOTECH.CO.,LTD.",9205.84029281139,150
Mr Yingdian Wang,"BEIJING NORTHLAND BIOTECH.CO.,LTD.","BEIJING NORTHLAND BIOTECH.CO.,LTD.",9205.84029281139,150
Hui Xu,"BEIJING NORTHLAND BIOTECH.CO.,LTD.","BEIJING NORTHLAND BIOTECH.CO.,LTD.",9205.84029281139,150
Mr Rishan Xu,"BEIJING NORTHLAND BIOTECH.CO.,LTD.","BEIJING NORTHLAND BIOTECH.CO.,LTD.",9205.84029281139,150
Mr Divyakant Ramniklal Zaveri,MERCURY LABORATORIES LTD.,MERCURY LABORATORIES LTD.,9188.84105692059,537
Mr Bharat Dhirajlal Mehta,MERCURY LABORATORIES LTD.,MERCURY LABORATORIES LTD.,9188.84105692059,537
Mr Paresh Jagdishbhai Mistry,MERCURY LABORATORIES LTD.,MERCURY LABORATORIES LTD.,9188.84105692059,537
Huf Rajendrakumar Ramanlal Shah,MERCURY LABORATORIES LTD.,MERCURY LABORATORIES LTD.,9188.84105692059,537
Mr Dilip Ramanlal Shah,MERCURY LABORATORIES LTD.,MERCURY LABORATORIES LTD.,9188.84105692059,537
Ms Janki Rajendra Shah,MERCURY LABORATORIES LTD.,MERCURY LABORATORIES LTD.,9188.84105692059,537
Mr Zhenguo Cheng,ZHEN GUO CHENG,"SHANGQIU YANGSEN PHARMACEUTICAL CO., LTD. (GUO: ZHEN GUO CHENG)",9181.47146701813,150
Mr Yinghua Liu,"LIJIANG YINGHUA BIOCHEMICAL AND PHARMACEUTICAL CO., LTD.","LIJIANG YINGHUA BIOCHEMICAL AND PHARMACEUTICAL CO., LTD.",9168.15833339095,180
Mr Daqian Wan,"LIJIANG YINGHUA BIOCHEMICAL AND PHARMACEUTICAL CO., LTD.","LIJIANG YINGHUA BIOCHEMICAL AND PHARMACEUTICAL CO., LTD.",9168.15833339095,180
Mr Hongbo Lu,"LIJIANG YINGHUA BIOCHEMICAL AND PHARMACEUTICAL CO., LTD.","LIJIANG YINGHUA BIOCHEMICAL AND PHARMACEUTICAL CO., LTD.",9168.15833339095,180
Shaobo Lu,"LIJIANG YINGHUA BIOCHEMICAL AND PHARMACEUTICAL CO., LTD.","LIJIANG YINGHUA BIOCHEMICAL AND PHARMACEUTICAL CO., LTD.",9168.15833339095,180
Weihua Shang,"LIJIANG YINGHUA BIOCHEMICAL AND PHARMACEUTICAL CO., LTD.","LIJIANG YINGHUA BIOCHEMICAL AND PHARMACEUTICAL CO., LTD.",9168.15833339095,180
Mr Jianhao Song,"LIJIANG YINGHUA BIOCHEMICAL AND PHARMACEUTICAL CO., LTD.","LIJIANG YINGHUA BIOCHEMICAL AND PHARMACEUTICAL CO., LTD.",9168.15833339095,180
Haifeng Tang,"LIJIANG YINGHUA BIOCHEMICAL AND PHARMACEUTICAL CO., LTD.","LIJIANG YINGHUA BIOCHEMICAL AND PHARMACEUTICAL CO., LTD.",9168.15833339095,180
Mr Jialei Wang,"LIJIANG YINGHUA BIOCHEMICAL AND PHARMACEUTICAL CO., LTD.","LIJIANG YINGHUA BIOCHEMICAL AND PHARMACEUTICAL CO., LTD.",9168.15833339095,180
Mr Gang Yan,"LIJIANG YINGHUA BIOCHEMICAL AND PHARMACEUTICAL CO., LTD.","LIJIANG YINGHUA BIOCHEMICAL AND PHARMACEUTICAL CO., LTD.",9168.15833339095,180
Ms Yuehua Zhao,"LIJIANG YINGHUA BIOCHEMICAL AND PHARMACEUTICAL CO., LTD.","LIJIANG YINGHUA BIOCHEMICAL AND PHARMACEUTICAL CO., LTD.",9168.15833339095,180
Xiaodong Zhou,"LIJIANG YINGHUA BIOCHEMICAL AND PHARMACEUTICAL CO., LTD.","LIJIANG YINGHUA BIOCHEMICAL AND PHARMACEUTICAL CO., LTD.",9168.15833339095,180
Mr Alessandro Bianchi,S.N.I.F.F. ITALIA S.P.A.,STERLING CHEMICAL MALTA LIMITED (GUO: S.N.I.F.F. ITALIA S.P.A.),9134.73772686243,NA
Mr Simone Ferlin,S.N.I.F.F. ITALIA S.P.A.,STERLING CHEMICAL MALTA LIMITED (GUO: S.N.I.F.F. ITALIA S.P.A.),9134.73772686243,NA
Mr Roberto Tumbiolo,S.N.I.F.F. ITALIA S.P.A.,STERLING CHEMICAL MALTA LIMITED (GUO: S.N.I.F.F. ITALIA S.P.A.),9134.73772686243,NA
Mr Jinwen Yang,MR BILIANG ZHANG,"GUANGZHOU RIBOBIO CO.,LTD (GUO: MR BILIANG ZHANG)",9124.70110426843,NA
Mr Biliang Zhang,MR BILIANG ZHANG,"GUANGZHOU RIBOBIO CO.,LTD (GUO: MR BILIANG ZHANG)",9124.70110426843,NA
Mr Hemant Mohan Anavkar,MR AASIF AHSAN KHAN,FABTECH TECHNOLOGIES INTERNATIONAL LIMITED (GUO: MR AASIF AHSAN KHAN),9123.98820810765,NA
Mr Aarif Ahsan Khan,MR AASIF AHSAN KHAN,FABTECH TECHNOLOGIES INTERNATIONAL LIMITED (GUO: MR AASIF AHSAN KHAN),9123.98820810765,NA
Mr Aasif Ahsan Khan,MR AASIF AHSAN KHAN,FABTECH TECHNOLOGIES INTERNATIONAL LIMITED (GUO: MR AASIF AHSAN KHAN),9123.98820810765,NA
